Scientific Name & Common Names
Lepisiota capensis
Lepisiota_capensis
Lepisiota-capensis
Hormiga-de-El-Cabo
Hormiga_Cabo
Hormiga Cabo
Hormiga-Cabo
Hormiga_de_El_Cabo
Hormiga de El Cabo
Formiga Cap
Formiga_del_Cap
Formiga-del-Cap
Formiga del Cap
Formiga-Cap
Formiga_Cap
Formiga do Cabo
Formiga_do_Cabo
Formiga-do-Cabo
Formiga_Cabo
Formiga Cabo
Formiga-Cabo
Kapeko-inurri
Kapeko inurri
Kapeko_inurri
Formiga Cabu
Formiga_Cabu
Formiga-Cabu
Formiga-del-Cabu
Formiga_del_Cabu
Formiga del Cabu
Formiga-do-Cabo
Neotoxoptera formosana
Neotoxoptera_formosana
Neotoxoptera-formosana
Pulgon_negro_lirio
Pulgón_negro_lirio
Pulgón-negro-del-lirio
Pulgon negro del lirio
Pulgón_negro_del_lirio
Pulgon-negro-del-lirio
Pulgón negro lirio
Pulgón negro del lirio
Pulgon negro lirio
Pulgon_negro_del_lirio
Pulgon-negro-lirio
Pulgón-negro-lirio
Pugo-negre-del-lliri
Pugó_negre_lliri
Pugó_negre_del_lliri
Pugó negre lliri
Pugo negre lliri
Pugo_negre_lliri
Pugó negre del lliri
Pugó-negre-del-lliri
Pugo negre del lliri
Pugo_negre_del_lliri
Pugo-negre-lliri
Pugó-negre-lliri
Pulgon_negro_lirio
Pulgón-negro-do-lirio
Pulgón_negro_lirio
Pulgón_negro_do_lirio
Pulgon negro do lirio
Pulgón negro lirio
Pulgón negro do lirio
Pulgon-negro-do-lirio
Pulgon negro lirio
Pulgón-negro-lirio
Pulgon-negro-lirio
Pulgon_negro_do_lirio
Lirioaren-pugoi-beltza
Lirioaren_pugoi_beltza
Lirioaren pugoi beltza
Pulgón negru liriu
Pulgon negru del liriu
Pulgón_negru_liriu
Pulgon negru liriu
Pulgon-negru-liriu
Pulgón-negru-del-liriu
Pulgón-negru-liriu
Pulgon_negru_del_liriu
Pulgon_negru_liriu
Pulgón_negru_del_liriu
Pulgon-negru-del-liriu
Pulgón negru del liriu
Pulgão-negro-do-lírio
Pulgão-negro-do-lirio
Phthorimaea absoluta
Phthorimaea_absoluta
Phthorimaea-absoluta
Polilla-tomate
Polilla_tomate
Polilla del tomate
Polilla-del-tomate
Polilla_del_tomate
Polilla tomate
Arna_del_tomàquet
Arna_tomàquet
Arna-tomàquet
Arna-del-tomàquet
Arna tomàquet
Arna del tomàquet
Couza_do_tomate
Couza-do-tomate
Couza tomate
Couza-tomate
Couza_tomate
Couza do tomate
Tomatearen sitsa
Tomatearen-sitsa
Tomatearen_sitsa
Traça-do-tomateiro
Puto barberi
Puto_barberi
Puto-barberi
Cochinilla_de_Barber
Cochinilla_Barber
Cochinilla de Barber
Cochinilla Barber
Cochinilla-de-Barber
Cochinilla-Barber
Cotxinilla_Barber
Cotxinilla-Barber
Cotxinilla_de_Barber
Cotxinilla Barber
Cotxinilla de Barber
Cotxinilla-de-Barber
Barber_kotxinila
Barber-kotxinila
Barber kotxinila
Cochonilha-de-Barber
Camponotus compressus
Camponotus_compressus
Camponotus-compressus
Hormiga carpintera negra
Hormiga_carpintera_negra
Hormiga-carpintera-negra
Formiga fustera negra
Formiga_fustera_negra
Formiga-fustera-negra
Formiga_carpinteira_negra
Formiga-carpinteira-negra
Formiga carpinteira negra
Arotz_inurri_beltza
Arotz-inurri-beltza
Arotz inurri beltza
Formiga-carpinteira-negra
Epidiplosis filifera
Epidiplosis_filifera
Epidiplosis-filifera
Mosca_yema_pino
Mosca yema pino
Mosca-de-la-yema-del-pino
Mosca-yema-pino
Mosca_de_la_yema_del_pino
Mosca de la yema del pino
Mosca del borro del pi
Mosca_del_borró_del_pi
Mosca borró pi
Mosca_borró_pi
Mosca-borro-pi
Mosca_borro_pi
Mosca-del-borro-del-pi
Mosca del borró del pi
Mosca_del_borro_del_pi
Mosca borro pi
Mosca-borró-pi
Mosca-del-borró-del-pi
Mosca_da_xema_do_piñeiro
Mosca da xema do piñeiro
Mosca-da-xema-do-piñeiro
