query,video_id,title,description,publishedAt,channelTitle,location,video_url,viewCount,likeCount,commentCount,comments,TaxonName,query_normalized,created_at,lang_detected,Region_all,created_raw,regionCode,source_flag,species_normalized,search_term_normalized,Region_all.x,Region,LifeForm,PresentStatus,FirstRecord,Region_all.y,CleanName,full_description_lower,FirstRecordDate,time_period,is_iberian
Cerdo vietnamita,video_007715,✅TUVE UN CERDO VIETNAMITA DE MASCOTA✅,TUVE UN CERDO VIETNAMITA DE MASCOTA ✓ ➰ A petición de un seguidor en los comentarios me hago este ...,2024-01-10T23:45:32Z,channel_004947,"40.0, -3.7",[withheld],80.0,8.0,2.0,❤❤❤,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2024-01-10T23:45:32Z,es,Spain,2024-01-10 23:45:32,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_009020,Cerdo vietnamita mini pig en la granja 🐗 VYGLAMS,"Hola, bienvenido a VYGLAMS. Hoy presentamos al cerdo vietnamita o mini pig (aunque no tan mini; estos son gigantes) en una ...",2019-12-06T15:12:23Z,channel_008021,"40.0, -3.7",[withheld],518.0,3.0,0.0,,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2019-12-06T15:12:23Z,,,2019-12-06 15:12:23,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_013697,Zoo de Madrid - Cerdo vietnamita #shortsanimalsvideos #shorts,29/04/25 - Visita al Zoo Aquarium de Madrid. Video del cerdo vietnamita. ¿QUIÉN ES? Las características morfológicas del Cerdo ...,2025-05-22T22:21:37Z,channel_007619,"40.0, -3.7",[withheld],1358.0,10.0,0.0,,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2025-05-22T22:21:37Z,,,2025-05-22 22:21:37,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_013032,Cerdolis Raval Universitari 280321,Se encontró con el cerdo vietnamita cuando paseaba con su perra. No hubo víctimas.,2021-03-29T17:37:36Z,channel_001681,"40.0, -3.7",[withheld],166.0,0.0,,,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2021-03-29T17:37:36Z,es,Spain,2021-03-29 17:37:36,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_005192,"Pedro C, el gracioso cerdo vietnamita #granjaescuelacamelot #animalessueltos #cerdo #cerdovietnamita",Pedro C es un cerdo vietnamita que encontró abandonado el centro de recogida de animales de Talavera de la Reina.,2025-01-16T19:21:06Z,channel_003424,"40.0, -3.7",[withheld],583.0,14.0,0.0,,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2025-01-16T19:21:06Z,es,Spain,2025-01-16 19:21:06,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_007158,Nuestro cerdo vietnamita Pedro C #uniendocorazones #animalesdegranja #animalesfelices #cerdos #pigs,,2025-02-02T16:22:54Z,channel_007786,"40.0, -3.7",[withheld],426.0,5.0,0.0,,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2025-02-02T16:22:54Z,es,Spain,2025-02-02 16:22:54,,GEO,,,,,,,,,,,,,True
Cerdo vietnamita,video_011419,Amor interespecie 🤣,Yo dando cariñitos a mi cerdo vietnamita mezclado con jabalí. Tiene ya 12 años.,2023-02-11T10:36:42Z,channel_002752,"40.0, -3.7",[withheld],101.0,4.0,1.0,No está agusto ni nada jajaja,Sus_scrofa_var_domestica_raza_vietnamita,Cerdo vietnamita,2023-02-11T10:36:42Z,es,Spain,2023-02-11 10:36:42,,GEO,,,,,,,,,,,,,True
Cherax quadricarinatus,video_009006,Écrevisse australienne - Cherax Quadricarinatus (Ecrevisse bleue tigrée),Aquaculture industry fish farming techniques sustainable aquaculture aquaculture equipment aquaculture production aquaculture ...,2022-04-18T22:21:03Z,channel_006263,"40.0, -3.7",[withheld],105.0,2.0,0.0,,Cherax_quadricarinatus,Cherax quadricarinatus,2022-04-18T22:21:03Z,en,,2022-04-18 22:21:03,,GEO,,,,,Crustaceans,alien,2013.0,,,,2013-06-01T12:00:00Z,After,True
Cherax quadricarinatus,video_005484,Cherax quadricarinatus. Langosta Azul de acuario,Cherax quadricarinatus. Langosta Azul de acuario. #cherax #langosta #azul #acuario #acuariofilia.,2024-10-24T09:24:23Z,channel_005517,"40.0, -3.7",[withheld],714.0,35.0,4.0,Se pueden cruzar estas con la variedad zebra ? | Yo quiero una que bonitas,Cherax_quadricarinatus,Cherax quadricarinatus,2024-10-24T09:24:23Z,es,Spain,2024-10-24 09:24:23,,GEO,,,,,Crustaceans,alien,2013.0,,,,2013-06-01T12:00:00Z,After,True
Chinche apestosa,video_012057,¡Descubre el Mundo de la Chinche Apestosa! 🦠🌿 | Animales Divertidos Para Niños!,Hola exploradores! Bienvenidos a otra aventura educativa en Animales Divertidos Para Niños ✨ Hoy viajamos al mundo de los ...,2025-04-03T06:00:29Z,channel_000684,"40.0, -3.7",[withheld],193.0,2.0,0.0,,Halyomorpha_halys,Chinche apestosa,2025-04-03T06:00:29Z,es,Spain,2025-04-03 06:00:29,,GEO,,,,,Insects,alien,2016.0,,,,2014-10-01T00:00:00Z,After,True
Chinche apestosa,video_002676,Chinche apestosa. (Me encontré esta chinche apestosa) os cuento sobre ella ✨ #chincheapestosa,,2024-04-16T14:16:57Z,channel_004748,"40.0, -3.7",[withheld],71.0,3.0,,,Halyomorpha_halys,Chinche apestosa,2024-04-16T14:16:57Z,pt,Portugal,2024-04-16 14:16:57,,GEO,,,,,Insects,alien,2016.0,,,,2014-10-01T00:00:00Z,After,True
Cisne cuello negro,video_001014,Cisne cuello negro Cisne cuello Blanco        Cover    Dilan Blanco 🪄,Vals Peruano.,2025-02-05T22:08:36Z,channel_002307,"40.0, -3.7",[withheld],120.0,3.0,0.0,,Cygnus_melancoryphus,Cisne cuello negro,2025-02-05T22:08:36Z,es,Spain,2025-02-05 22:08:36,,GEO,,,,,Birds,alien,2014.0,,,,2014-06-01T12:00:00Z,After,True
Cisne cuello negro,video_006324,Cisne cuello negro ...Cover 🎧 Dilan Blanco 🪄,Vals Peruano.,2025-07-15T21:31:23Z,channel_002307,"40.0, -3.7",[withheld],17.0,0.0,0.0,,Cygnus_melancoryphus,Cisne cuello negro,2025-07-15T21:31:23Z,,,2025-07-15 21:31:23,,GEO,,,,,Birds,alien,2014.0,,,,2014-06-01T12:00:00Z,After,True
Cisne cuello negro,video_007038,Cisne cuello Negro   🎧.          Dilan Blanco 🪄,Vals Peruano.,2025-07-15T21:48:21Z,channel_002307,"40.0, -3.7",[withheld],48.0,0.0,0.0,,Cygnus_melancoryphus,Cisne cuello negro,2025-07-15T21:48:21Z,es,Spain,2025-07-15 21:48:21,,GEO,,,,,Birds,alien,2014.0,,,,2014-06-01T12:00:00Z,After,True
Codorniz china,video_002190,Codornices chinas en incubadora casera,Pollitos de codorniz china en criadora con bombillas o focos de calor para comenzar su alimentación y crecimiento después de la ...,2022-03-24T00:06:10Z,channel_003801,"40.0, -3.7",[withheld],1139.0,34.0,1.0,"ESTE ES NUESTRO CANAL
[link withheld]",Synoicus_chinensis,Codorniz china,2022-03-24T00:06:10Z,es,Spain,2022-03-24 00:06:10,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Codorniz china,video_011881,Incubación y cría de la codorniz china,Parámetros de incubación de huevos de codornices chinas en incubadora casera. Humedad relativa y temperatura de ...,2023-08-09T21:32:43Z,channel_003532,"40.0, -3.7",[withheld],1994.0,26.0,11.0,"ESTE ES NUESRO CANAL
[link withheld] | Hola intenté sacar 12 de estos y la mayoría tiene un aro de sangre, sabes por que pasa esto? | Buenas.a los cuantos días se empiesan a voltear los huevos? | Me gustan pero son muy ruidosos | Gracias | El gallináceo mas pequeño !",Synoicus_chinensis,Codorniz china,2023-08-09T21:32:43Z,es,Spain,2023-08-09 21:32:43,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Codorniz china,video_009096,Codorniz saliendo del huevo | El Sueño Jardín botánico,Subscríbete a nuestro canal [link withheld] @elsuenojardinbotanico [link withheld] Codorniz china ...,2017-06-18T21:41:11Z,channel_002652,"40.0, -3.7",[withheld],40.0,1.0,0.0,,Synoicus_chinensis,Codorniz china,2017-06-18T21:41:11Z,es,Spain,2017-06-18 21:41:11,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Codorniz china,video_000149,Nacimiento de pollitos de codorniz china de manera natural,"Me han nacido muchas veces pollitos de codorniz china en incubadora, pero nunca de manera natural. Os hago partícipes del ...",2023-07-08T22:42:24Z,channel_002613,"40.0, -3.7",[withheld],1559.0,65.0,14.0,"Paquita , que bonito tu aviario , no conocía las codornices chinas , que pena que no sean buenas madres , que buena maña te das para resolver todas las dificultades que te van surgiendo en el día a día con tus animales , un abrazo | Me gustan las codornices chinas… Vere donde puedo conseguir un par de ellas | Yo crío codornices y ninguna se ha echado , pero si he sacado pollitos con una incubadora que yo mismo cree… El punto está si no quieres que mueran los pollitos debes brindarle más calor cuando nacen , cuando nacen a mi no se me mueren ninguno porque busco una caja grande y le pongo una bombilla de Calor el cual dejo encendida hasta que tengan plumas y eso evita que mueran. | Me encantan tus vídeos paquita✌️ | Que lindos los pollitos ❤.  Lo tienes precioso 💖 | La felicito la sigo | Guauu que bonitos y que apasionada por las aves de los mejores canales que he visto enseñando con sinceridad toda su granja felicidades!",Synoicus_chinensis,Codorniz china,2023-07-08T22:42:24Z,es,Spain,2023-07-08 22:42:24,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Codorniz china,video_016069,"Incubación de huevos de codorniz china, japónica y Jumbo en incubadora casera",,2025-02-27T19:07:23Z,channel_003801,"40.0, -3.7",[withheld],742.0,22.0,2.0,"Buen día, las codornices chinas como les fue",Synoicus_chinensis,Codorniz china,2025-02-27T19:07:23Z,,,2025-02-27 19:07:23,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Codorniz china,video_001879,Nacen los mini pollitos de codorniz china y damos de comer a los agapornis papilleros de mi amiga,En este video os muestro los últimos nacimientos de pollitos de codorniz china. Estamos haciendo de canguro con unos ...,2024-02-26T19:58:59Z,channel_002613,"39.6, 3.0",[withheld],1695.0,53.0,16.0,"👍👍 | AY ESTA MI LIKE AMIGA | Bonito canal Paquita | No los había visto nunca | Buenos días k bonitos son porfavor | Hola Paqui , que bonitos los pollitos , recien nacidos , que ternura , y los agapornis preciosos que bien comen su papilla , es el primer video que veo en tu canal y te diré que me encanta , un abrazo desde Galicia | Acabo de ver el video completo de este short. Alli no me deja comentar, no se si desactivaste los comentarios sin querer o algo. Cuando tengas pollitos asi debiles, prueba a ponerles un poco de azucar en el agua, les da una fuerza de narices. Nosotros antes recibiamos pollitos pequeños y en verano a veces me los tenian en medio de la pista con la calor y me llegaban medio muertos. Con el azucar los reviviamos | Que  cosita mas pequeña las codornices  chinas ,un vídeo muy entretenido 👍. | hola a ver si nos haces un video en tu aviario y como crias tus pequeñas aves exoticas un saludo",Synoicus_chinensis,Codorniz china,2024-02-26T19:58:59Z,,,2024-02-26 19:58:59,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Corvus albus,video_011157,Le Corbeau pie est intelligent -  Le Domaine des Fauves -  Les Abrets  (Isère) France,Visite au Domaine des Fauves - Les Abrets - Idère - France Observation du comportement du Corbeau-pie (Corvus albus - Pied ...,2019-01-17T09:04:56Z,channel_005117,"40.0, -3.7",[withheld],3307.0,10.0,,,Corvus_albus,Corvus albus,2019-01-17T09:04:56Z,fr,,2019-01-17 09:04:56,,GEO,,,,,Birds,alien,2015.0,,,,2015-06-01T12:00:00Z,After,True
Corvus albus,video_003226,CUERVO PÍO VS. CERNÍCALO en Gran Canaria #cuervo #birds #cernícalo,Cuervo pío y cernícalo vulgar en Las Palmas de Gran Canaria. Hospital Dr. Negrín #raven #Corvus albus.,2024-03-30T15:29:54Z,channel_005623,"28.3, -16.6",[withheld],6888.0,94.0,0.0,,Corvus_albus,Corvus albus,2024-03-30T15:29:54Z,es,Spain,2024-03-30 15:29:54,,GEO,,,,,Birds,alien,2015.0,,,,2015-06-01T12:00:00Z,After,True
Corvus albus,video_011696,Avistamiento de CUERVO PÍO africano #corvus #corvusalbus #grancanaria,"Cuervo pío (Corvus albus), observado en el Centro Comercial El Mirador (Gran Canaria), el 22 de julio de 2025 #cuervo.",2025-07-23T09:09:12Z,channel_005623,"28.3, -16.6",[withheld],1863.0,13.0,2.0,"Los trajo una plataforma petrolífera,los tienen para espantar alas gaviotas y charranes,están en parejas en la Isleta…",Corvus_albus,Corvus albus,2025-07-23T09:09:12Z,es,Spain,2025-07-23 09:09:12,,GEO,,,,,Birds,alien,2015.0,,,,2015-06-01T12:00:00Z,After,True
Cotonet de Sudafrica,video_003552,productos recomendados por la GV a los agricultores para paliar la plaga del cotonet de Sudáfrica,Aguirre critica la inutilidad de los productos recomendados por la Generalitat a los agricultores para paliar la plaga del cotonet de ...,2020-06-17T10:00:11Z,channel_000819,"40.0, -3.7",[withheld],95.0,18.0,1.0,Viva vox💚💚💚,Delottococcus_aberiae,Cotonet de Sudafrica,2020-06-17T10:00:11Z,es,Spain,2020-06-17 10:00:11,,GEO,,,,,Insects,alien,2009.0,,,,2009-06-01T12:00:00Z,After,True
Cuerno de alce,video_009667,Reproducción de Cuerno de Alce #helechos #ferns #cuernos #蕨类植物 #fern #staghorn #staghornfern #garden,,2025-07-26T18:44:51Z,channel_002627,"40.0, -3.7",[withheld],1605.0,10.0,0.0,,Platycerium_bifurcatum,Cuerno de alce,2025-07-26T18:44:51Z,,,2025-07-26 18:44:51,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Cuerno de alce,video_010597,Reproducción de Cuerno de Alce #platycerium #elkhorn #ferns #fern #helechos #forest #greenplants,,2025-01-06T17:13:55Z,channel_002627,"40.0, -3.7",[withheld],1398.0,28.0,0.0,,Platycerium_bifurcatum,Cuerno de alce,2025-01-06T17:13:55Z,es,Spain,2025-01-06 17:13:55,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Cuerno de alce,video_014677,Platycerium arcicorne / Helecho cuerno de alce - Sandra Villar Garden &amp; Home,"Hola chic@s, hoy tenemos como invitada especial a este hermoso Platycerium arcicorne, más conocido como Helecho cuerno de ...",2021-08-29T21:22:02Z,channel_006945,"40.0, -3.7",[withheld],218.0,6.0,5.0,Se le tapan los risomas cafés? ? | En qué parte de Colombia vives ? | Me encanto sandra 😍 🥰 😍 ❤️  y la gata también 🤭🤭🤗,Platycerium_bifurcatum,Cuerno de alce,2021-08-29T21:22:02Z,es,Spain,2021-08-29 21:22:02,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Cuerno de alce,video_012765,Trasplante de #helechos cuerno de alce #fern #plantas #tipsyoutube,,2025-04-01T09:10:15Z,channel_006445,"40.0, -3.7",[withheld],2562.0,53.0,6.0,"Helecho | Helecho Gracias | Helecho | Helecho. Gracias❤ | Helecho 
Gracias por compartir",Platycerium_bifurcatum,Cuerno de alce,2025-04-01T09:10:15Z,es,Spain,2025-04-01 09:10:15,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Cydalima perspectalis,video_015940,la Pyrale du buis ? Cydalima perspectalis ?,,2023-08-19T22:40:43Z,channel_009100,"40.0, -3.7",[withheld],6.0,0.0,0.0,,Cydalima_perspectalis,Cydalima perspectalis,2023-08-19T22:40:43Z,,,2023-08-19 22:40:43,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Drosophila suzukii,video_004745,9º ENPM - SESSÃO 2 - FITOSANIDADE: DROSOPHILA SUZUKII E BACTROCERA DORSALIS,SESSÃO 2 - FITOSANIDADE: DROSOPHILA SUZUKII E BACTROCERA DORSALIS Vanda Batista (DRAPC) Plano de ação para ...,2020-10-11T15:03:44Z,channel_000177,"40.0, -3.7",[withheld],246.0,3.0,1.0,Obrigado por partilhar 👍,Drosophila_suzukii,Drosophila suzukii,2020-10-11T15:03:44Z,,,2020-10-11 15:03:44,,GEO,,,,,Insects,alien,2008.0,,,,2008-06-01T12:00:00Z,After,True
Drosophila suzukii,video_008729,FILM IGP CERISE VENTOUX,"Interviews au sujet de la mouche ""drosophile du cerisier Drosophila suzukii Matsumura"" et les solutions apportées par les ...",2021-05-28T06:26:52Z,channel_008644,"40.0, -3.7",[withheld],345.0,3.0,0.0,,Drosophila_suzukii,Drosophila suzukii,2021-05-28T06:26:52Z,fr,,2021-05-28 06:26:52,,GEO,,,,,Insects,alien,2008.0,,,,2008-06-01T12:00:00Z,After,True
Drosophila suzukii,video_005437,DroFramb : suivi participatif des communautés de drosophiles en parcelles de productions fruitières,Projet de science participative DroFramb Réalisation d'un suivi annuel des populations de Drosophila suzukii au sein de ...,2022-11-18T09:46:24Z,channel_005861,"40.0, -3.7",[withheld],78.0,0.0,0.0,,Drosophila_suzukii,Drosophila suzukii,2022-11-18T09:46:24Z,fr,,2022-11-18 09:46:24,,GEO,,,,,Insects,alien,2008.0,,,,2008-06-01T12:00:00Z,After,True
Equisetum palustre,video_000297,Deux prêles 🌱 à reconnaître : Equisetum palustre E. fluviatile #jardin #equisetum,,2025-03-22T09:48:58Z,channel_002790,"40.0, -3.7",[withheld],246.0,0.0,0.0,,Equisetum_palustre,Equisetum palustre,2025-03-22T09:48:58Z,fr,,2025-03-22 09:48:58,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Equisetum palustre,video_008950,Prêle des marais - Equisetum palustre,,2025-03-13T16:00:13Z,channel_002790,"40.0, -3.7",[withheld],555.0,3.0,0.0,,Equisetum_palustre,Equisetum palustre,2025-03-13T16:00:13Z,,,2025-03-13 16:00:13,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Eruga del boix,video_004238,Proves pilot per combatre l&#39;eruga del boix,La plaga de la papallona del boix continua avançant al Ripollès i sembla que podria anar a més. Aquest any el nombre de ...,2020-07-25T08:00:04Z,channel_007450,"40.0, -3.7",[withheld],357.0,6.0,,,Cydalima_perspectalis,Eruga del boix,2020-07-25T08:00:04Z,ca,Spain,2020-07-25 08:00:04,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Espatula rosada,video_010837,¿Cómo conseguir las plumas de Espátula rosada de RDR2?,En este nuevo tutorial de RDR2 os voy a enseñar la ubicación donde podremos encontrar espátulas rosadas para obtener sus ...,2024-08-01T15:13:45Z,channel_000493,"40.0, -3.7",[withheld],2054.0,24.0,0.0,,Platalea_ajaja,Espatula rosada,2024-08-01T15:13:45Z,es,Spain,2024-08-01 15:13:45,,GEO,,,,,Birds,casual,2008.0,,,,2008-06-01T12:00:00Z,After,True
Espatula rosada,video_001780,🦩 Espátula Rosada Baila en Charcos Mágicos con Pico Sensorial 🎵 | Animales Divertidos Para Niños,Descripción expandida para YouTube ¡Descubre el mundo sensorial de la espátula rosada! Esta ave rosa brillante con su ...,2025-06-25T06:00:05Z,channel_000684,"40.0, -3.7",[withheld],44.0,0.0,0.0,,Platalea_ajaja,Espatula rosada,2025-06-25T06:00:05Z,es,Spain,2025-06-25 06:00:05,,GEO,,,,,Birds,casual,2008.0,,,,2008-06-01T12:00:00Z,After,True
Gamba fantasma,video_001369,Gamba fantasma o gamba cristal,Gambas fritas con ensalada de pimientos asados y huevo frito Alsurdelsur.net.,2023-09-27T17:05:10Z,channel_006617,"40.0, -3.7",[withheld],2631.0,14.0,0.0,,Caprella_scaura,Gamba fantasma,2023-09-27T17:05:10Z,,,2023-09-27 17:05:10,,GEO,,,,,Crustaceans,alien,2009.0,,,,2009-06-01T12:00:00Z,After,True
Gorrion de Java,video_011596,ANIMALES PARA NIÑOS 04 - 2022,"En este vídeo veremos un periquito y un gorrión de java papilleros, una codorniz recién nacida, una tórtola turca pequeña, una ...",2022-04-01T18:28:11Z,channel_004066,"40.0, -3.7",[withheld],1945.0,26.0,10.0,"Que bien se lo pasan, mira pare así los niños  que no  estan acostumbrados al campo y a los animales y vean estos videos aprenden un montón, te felicito muy buen video | Enhorabuena por el vídeo, a mis nenes les ha encantado!! | con tal que los cuiden bien, normal | Jesu esto es algo muy lindo el que vean a tus niñas acostumbradas a manejar los animales para mi eso es buenisimo estas son la futuras animalista pero de verdad gracias autoctono un saludo desde Málaga | Gracias por enseñarnos todos éstos animales. En casa nos gustan mucho. Son muy divertidos y siempre aprendemos cosas nuevas.",Lonchura_oryzivora,Gorrion de Java,2022-04-01T18:28:11Z,es,Spain,2022-04-01 18:28:11,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Haemorhous mexicanus,video_014641,Haemorhous Mexicanus Opal - Camachuelo Megicano,"Es un fringilido de norte y centro de america, muy activo y cantor... Que es muy asiduo en toda Europa y con muy buena ...",2019-05-02T09:21:46Z,channel_006162,"40.0, -3.7",[withheld],513.0,8.0,0.0,,Haemorhous_mexicanus,Haemorhous mexicanus,2019-05-02T09:21:46Z,es,Spain,2019-05-02 09:21:46,,GEO,,,,,Birds,casual,2016.0,,,,2016-06-01T12:00:00Z,After,True
Halyomorpha halys,video_003675,HALYOMORPHA HALYS. PUNAISES DIABOLIQUES - SOLUTION NATURELLE,Merci à ceux & celles qui prendront le temps de cliquer ici pour s'abonner : [link withheld] C'est par ce simple geste que vous ...,2019-09-01T12:20:28Z,channel_001324,"40.0, -3.7",[withheld],26002.0,287.0,103.0,"Le savon noir c'est super , moi je l'utilise pour les pucerons , les punaises....1 l eau , 1c soupe de savon , 2 gouttes produit de vaisselle | L'ail les fait fuir! Aussi | Le dosage de savon noir/ L | Cette année, j'ai été envahi (Dordogne / Bergerac). Dans la maison, elles font des déjections (tâches de couleur marron d'environ 3 à 4 mm de diamètre). Très embêtant sur les fringues. | Qu'elles soient vertes ou diaboliques, mon voisin les collecte et les donne en pâture à ses poules qui se jettent littéralement dessus. Elles les adorent !
Et il n'y a aucune incidence sur le goût des oeufs 🙂 | Hoo, merci beaucoup pour cette solution du savon noir !!
Ça fait bien 2 ou 3 ans qu'on a des infestations de ces punaises, et ça continue, ça tient l'hiver.
ils se mettent aussi dans les volets déroulants, alors quand on baisse les volets, il y a des dizaines de punaises écrasés collés sur ces volets, c'est pas top, faut nettoyer ...
Pour les attraper quand ils sont sur le mur ou le plafond, j'utilise une boite d'allumette vide que je referme, ça fonctionne pour tout type d'insectes qu'on veut virer de chez soi. | Bonjour on est le 22 mars 2024 j aïs essayer le savon noir et selamarche très bien je les aïs laissées suer place pour savoir ci ça les tue ou ci elle reparte | Elle mon attaquer à 2h00 du mat à 5 | Merci pour le partage ! Je suis envahie dans ma maison... généralement,  on les tue une a une quand on les vois, sauf que là y en a de plus en plus... c'est plus gérable.Je viens de soulever un matelas en d'en trouver 9 en-dessous 😢 j'ai la phobie de ces trucs ! 😐
J'ai testé le savon noir, c'est bien pratique ! En fait, ça ne les tue pas, mais après elles n'arrivent pas à s'envoler et galèrent à se déplacer. Donc quand y en a plusieurs côte à côte,  je les vaporise toutes pour qu'elles restent là et ensuite je leur fais leur peau (en les mettant dans une bouteille d'eau en entonoir, elles se noient très rapidement).
Merci beaucoup 🙏 | J en ai une qui a atterri sur mon coup.
Et bien je suis rouge irritée. Ça me brûle un peu.
3 plaques rouges.
C est degueu 😮",Halyomorpha_halys,Halyomorpha halys,2019-09-01T12:20:28Z,fr,,2019-09-01 12:20:28,,GEO,,,,,Insects,alien,2016.0,,,,2014-10-01T00:00:00Z,After,True
Harmonia axyridis,video_002707,Harmonia axyridis - mangeant restes Araneae / feeding on Araneae remains - 2023-09-30 (P9300418),"Harmonia axyridis (Coccinelle Asiatique) mangeant les restes d'une Araneae (araignée), peut-être Pisaura mirabilis (Pisaure ...",2024-09-16T20:43:40Z,channel_003312,"40.0, -3.7",[withheld],85.0,2.0,0.0,,Harmonia_axyridis,Harmonia axyridis,2024-09-16T20:43:40Z,,,2024-09-16 20:43:40,,GEO,,,,,Insects,uncertain,2007.0,,,,2007-06-01T12:00:00Z,After,True
Harmonia axyridis,video_014512,Une Coccinelle sur ma couette 😅 ( Harmonia axyridis ) 🐞 #coccinelle,"Une Coccinelle sur ma couette ( Harmonia axyridis ), France - Short Video Nature 4K - 2024 - France Merci beaucoup pour ...",2024-09-24T17:00:40Z,channel_000587,"40.0, -3.7",[withheld],636.0,24.0,21.0,"Merci beaucoup pour votre visite ️️️ ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️ ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️❤️ ️️️️️️️️️ 
Pour plus de vidéos : Aimez, commentez, partagez et Abonnez-vous ! ️ ️️️️️️️️️️️️️️️️ ️️️️️️️️️️️️️️️️️️️️️️️️👍🐞 ️ 

Thank you very much for your visit ️️️ ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️❤️ ️️️️️️️️️️️️️️️️️️️️️️️️️️️️ ️️️️️️️️️ 
For more videos : Like, comment, share and Subscribe ! ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️ ️️️ ️️👍🐞 | Amazing 😮😮😮 | Quelle merveilleuse rencontre et excellent présage... Comme elle est belle notre petite sœur coccinelle, merci infiniment de nous partager se magnifique et magique moment 😊🐞✨🎶✨🙏 | 👍Elle cherche un coin chaud pour l hiver . | J'adore les coccinelles c'est magique et vous Ana vous êtes comme elle,  vous nous faites vivre des moments magique continuez | 🍀🐞✨Quel beau signe❗️Que du Bonheur pour Vous✨🐞🍀 | Voeux Exaucés 🙏🏻 💓 👼🏻🤞🏻🤗🌠🤹 Merci Ana 📸 elle vous a choisie elle savait Qu'elle pouvait vous portez chance,  vous le méritez 🌈☀️👏🏻💎👼🏻croyez à votre @nge gardien il vous guidera sur votre chemin. En temps normal dans le moment 🎁 Présent 🤗 🐬🦋🌕 | On dirait plutôt la coccinelle asiatique avec tous les points",Harmonia_axyridis,Harmonia axyridis,2024-09-24T17:00:40Z,fr,,2024-09-24 17:00:40,,GEO,,,,,Insects,uncertain,2007.0,,,,2007-06-01T12:00:00Z,After,True
Hormiga fantasma,video_009886,La HORMIGA FANTASMA de Tinykin!! #tinykin #tinykingameplay #juegosindie #indiegames #indiegame #ps5,,2025-06-18T07:45:25Z,channel_000111,"40.0, -3.7",[withheld],792.0,9.0,0.0,,Tapinoma_melanocephalum,Hormiga fantasma,2025-06-18T07:45:25Z,,,2025-06-18 07:45:25,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Hormiga loca,video_007263,🐜 Hormiga Loca Amarilla Súper Fuerte 💥 y Veloz | Animales Divertidos Para Niños,Descubre los Superpoderes de la Hormiga Loca Amarilla! Las hormigas locas amarillas son unas de las criaturas más ...,2025-06-04T04:00:34Z,channel_000684,"40.0, -3.7",[withheld],31.0,1.0,0.0,,Paratrechina_jaegerskioeldi,Hormiga loca,2025-06-04T04:00:34Z,es,Spain,2025-06-04 04:00:34,,GEO,,,,,Insects,established,2012.0,,,,2012-06-01T12:00:00Z,After,True
Hormiga loca,video_001337,La Hormiga loca,La hormiga loca. Hay que tener cuidado con los golpes en la cabeza. ¡Que se lo digan a esta HORMIGA!. | Hormiga negra de ...,2012-12-31T21:26:17Z,channel_008400,"40.0, -3.7",[withheld],2198.0,20.0,0.0,,Paratrechina_jaegerskioeldi,Hormiga loca,2012-12-31T21:26:17Z,es,Spain,2012-12-31 21:26:17,,GEO,,,,,Insects,established,2012.0,,,,2012-06-01T12:00:00Z,After,True
