video_id,title,description,publishedAt,channelTitle,TaxonName,query,search_type,search_unit,regionCode,geo_id,location,locationRadius,video_url,viewCount,likeCount,commentCount,duration
bW7obi6Y_pw,COMO COMBATIR Y LUCHAR CONTRA LA TUTA ABSOLUTA O POLILLA DEL TOMATE,"Video de un cliente satisfecho de su Titan Anti tuta. 100% ecológico, para funcionar solo necesita una corriente eléctrica.",2021-10-27T00:00:00Z,Agroiberica 2013 SA,Phthorimaea_absoluta,polilla del tomate,REG,ES,ES,,,,https://www.youtube.com/watch?v=bW7obi6Y_pw,1095,7,1,PT58S
b0L4hXmhGGE,Combate la Tuta Absoluta | Polilla del Tomate | Huerto Ecológico,Únete a la Escuela del Canal HortiAcademy https://www.skool.com/hortiacademy ➤ En el video de hoy vamos a aprender a ...,2015-08-18T00:00:00Z,La Huerta de Iván,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=b0L4hXmhGGE,229323,3621,167,PT8M32S
VdLv8bPkdq8,PLAGAS:::POLILLA DEL TOMATE,,2015-03-18T00:00:00Z,Agro TV,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=VdLv8bPkdq8,2153,7,1,PT1M41S
S8k69Epi8Jc,7.- Plaga Polilla del tomate,Sistema Mateo. Gestión de sanidad vegetal para la innovación en torno del manejo integrado de las principales plagas y ...,2018-10-24T00:00:00Z,INIA Chile,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=S8k69Epi8Jc,18017,163,4,PT6M14S
IPv2OH48cSA,Controlar la TUTA o Polilla del Tomate!! 🍅,Truco para controlar la tuta o polilla del tomate de una manera efectiva y sin gastar dinero. Elimina a la tuta de tus tomates ...,2023-07-18T00:00:00Z,La Huerta de Iván,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=IPv2OH48cSA,78079,2722,139,PT56S
d0c9gg52s1U,TUTA ABSOLUTA O POLILLA DEL TOMATE #agricultura #agriculturachilena #plantas #pequeñosagricultores,,2025-09-23T00:00:00Z,AgroCarpintero,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=d0c9gg52s1U,3107,47,3,PT29S
bW7obi6Y_pw,COMO COMBATIR Y LUCHAR CONTRA LA TUTA ABSOLUTA O POLILLA DEL TOMATE,"Video de un cliente satisfecho de su Titan Anti tuta. 100% ecológico, para funcionar solo necesita una corriente eléctrica.",2021-10-27T00:00:00Z,Agroiberica 2013 SA,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=bW7obi6Y_pw,1095,7,1,PT58S
H3bN3VfXHlg,Como acabar con la polilla del tomate (Tuta Absoluta),Como acabar con la polilla del tomate. Para la lucha contra la polilla del tomate o Tuta Absoluta podemos emplear insecticidas ...,2018-09-19T00:00:00Z,Cosas de campo,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=H3bN3VfXHlg,78296,919,47,PT7M53S
jhZEIJ8dFmQ,Como Evitar o Eliminar la TUTA o Polilla del Tomate || El Huerto de Silverio,"Vídeo 67 : Tratamiento súper eficaz ""ecológico"" para prevenir y eliminar la Tuta absoluta o polilla del tomate, si la plaga ya está ...",2021-06-19T00:00:00Z,El Huerto de Silverio,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=jhZEIJ8dFmQ,402230,6665,769,PT13M55S
Xl-u5NVlyhU,Polilla del Tomate o Tuta Absoluta || El Huerto Es Facil,Polilla del Tomate o Tuta Absoluta - La Tuta absoluta o Polilla del Tomate es una plaga del tomate que provoca muchos daños en ...,2013-12-10T00:00:00Z,elhuertoesfacil,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=Xl-u5NVlyhU,44052,387,13,PT9M
TzbMIm4Kwak,Como Combatir La Oruga Del Tomate o Tuta || Te De Jengibre || La Huertina De Toni,"Como combatir la tuta absoluta o polilla del tomate , esta polilla hace estragos en nuestras solanáceas sobre todo en el tomate, ...",2015-07-16T00:00:00Z,La Huertina De Toni,Phthorimaea_absoluta,polilla del tomate,REG,PT,PT,,,,https://www.youtube.com/watch?v=TzbMIm4Kwak,212666,5306,301,PT3M40S
