video_id,created_at,viewCount,video_likeCount,comment_likeCount,commentCount,TaxonName,Region,LifeForm,PresentStatus,word,time_period,KeywordCategory,category,FirstRecord,FirstRecordDate,token_source,comment_id,parent_id,is_reply
video_000661,2023-02-23T13:50:38Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T12:00:00Z,comment,comment_005908,comment_000001,FALSE
video_000661,2022-07-07T21:15:35Z,734486,21296,1,362,Bemisia_tabaci,Spain,Insects,alien,visto,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_002134,comment_000001,FALSE
video_000661,2022-04-14T17:20:57Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,trampa,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_004908,comment_000001,FALSE
video_000661,2022-03-27T08:48:14Z,734486,21296,4,362,Bemisia_tabaci,Spain,Insects,alien,trampas,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_009549,comment_000001,FALSE
video_000661,2021-10-02T20:03:21Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,mercado,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T12:00:00Z,comment,comment_014625,comment_000001,FALSE
video_000661,2021-08-29T16:37:11Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T12:00:00Z,comment,comment_007954,comment_000001,FALSE
video_000661,2021-05-26T17:12:28Z,734486,21296,1,362,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T12:00:00Z,comment,comment_001473,comment_000001,FALSE
video_000661,2021-04-29T00:42:12Z,734486,21296,4,362,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T12:00:00Z,comment,comment_001790,comment_000001,FALSE
video_000661,2021-04-29T00:42:12Z,734486,21296,4,362,Bemisia_tabaci,Spain,Insects,alien,plaga,Post-Introduction,Invasion,Invasion,2006,2006-06-01T12:00:00Z,comment,comment_001790,comment_000001,FALSE
video_000661,2021-04-29T00:42:12Z,734486,21296,4,362,Bemisia_tabaci,Spain,Insects,alien,visto,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_001790,comment_000001,FALSE
video_000661,2021-04-29T00:42:12Z,734486,21296,4,362,Bemisia_tabaci,Spain,Insects,alien,visto,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_001790,comment_000001,FALSE
video_000661,2021-04-22T20:26:03Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,caro,Post-Introduction,eCommerce,eCommerce,2006,2006-06-01T12:00:00Z,comment,comment_011581,comment_000001,FALSE
video_000661,2021-04-11T14:37:47Z,734486,21296,0,362,Bemisia_tabaci,Spain,Insects,alien,control,Post-Introduction,Detection,Detection,2006,2006-06-01T12:00:00Z,comment,comment_007805,comment_000001,FALSE
